time 0ms: Simulator started (Contiguous -- Next-Fit)
time 701ms: Process F arrived (requires 24 frames)
time 701ms: Process J arrived (requires 46 frames)
time 702ms: Process G arrived (requires 13 frames)
time 702ms: Process F arrived (requires 24 frames)
time 702ms: Process J arrived (requires 46 frames)
time 703ms: Process G arrived (requires 13 frames)
time 703ms: Process F arrived (requires 24 frames)
time 703ms: Process J arrived (requires 46 frames)
time 704ms: Process G arrived (requires 13 frames)
time 704ms: Process F arrived (requires 24 frames)
time 704ms: Process J arrived (requires 46 frames)
time 705ms: Process G arrived (requires 13 frames)
time 705ms: Process F arrived (requires 24 frames)
time 705ms: Process J arrived (requires 46 frames)
time 706ms: Process G arrived (requires 13 frames)
time 706ms: Process F arrived (requires 24 frames)
time 706ms: Process J arrived (requires 46 frames)
time 707ms: Process G arrived (requires 13 frames)
time 707ms: Process F arrived (requires 24 frames)
time 707ms: Process J arrived (requires 46 frames)
time 708ms: Process G arrived (requires 13 frames)
time 708ms: Process F arrived (requires 24 frames)
time 708ms: Process J arrived (requires 46 frames)
time 709ms: Process G arrived (requires 13 frames)
time 709ms: Process F arrived (requires 24 frames)
time 709ms: Process J arrived (requires 46 frames)
time 710ms: Process G arrived (requires 13 frames)
time 710ms: Process F arrived (requires 24 frames)
time 710ms: Process J arrived (requires 46 frames)
time 711ms: Process G arrived (requires 13 frames)
time 711ms: Process F arrived (requires 24 frames)
time 711ms: Process J arrived (requires 46 frames)
time 712ms: Process G arrived (requires 13 frames)
time 712ms: Process F arrived (requires 24 frames)
time 712ms: Process J arrived (requires 46 frames)
time 713ms: Process G arrived (requires 13 frames)
time 713ms: Process F arrived (requires 24 frames)
time 713ms: Process J arrived (requires 46 frames)
time 714ms: Process G arrived (requires 13 frames)
time 714ms: Process F arrived (requires 24 frames)
time 714ms: Process J arrived (requires 46 frames)
time 715ms: Process G arrived (requires 13 frames)
time 715ms: Process F arrived (requires 24 frames)
time 715ms: Process J arrived (requires 46 frames)
time 716ms: Process G arrived (requires 13 frames)
time 716ms: Process F arrived (requires 24 frames)
time 716ms: Process J arrived (requires 46 frames)
time 717ms: Process G arrived (requires 13 frames)
time 717ms: Process F arrived (requires 24 frames)
time 717ms: Process J arrived (requires 46 frames)
time 718ms: Process G arrived (requires 13 frames)
time 718ms: Process F arrived (requires 24 frames)
time 718ms: Process J arrived (requires 46 frames)
time 719ms: Process G arrived (requires 13 frames)
time 719ms: Process F arrived (requires 24 frames)
time 719ms: Process J arrived (requires 46 frames)
time 720ms: Process G arrived (requires 13 frames)
time 720ms: Process F arrived (requires 24 frames)
time 720ms: Process J arrived (requires 46 frames)
time 721ms: Process G arrived (requires 13 frames)
time 721ms: Process F arrived (requires 24 frames)
time 721ms: Process J arrived (requires 46 frames)
time 722ms: Process G arrived (requires 13 frames)
time 722ms: Process F arrived (requires 24 frames)
time 722ms: Process J arrived (requires 46 frames)
time 723ms: Process G arrived (requires 13 frames)
time 723ms: Process F arrived (requires 24 frames)
time 723ms: Process J arrived (requires 46 frames)
time 724ms: Process G arrived (requires 13 frames)
time 724ms: Process F arrived (requires 24 frames)
time 724ms: Process J arrived (requires 46 frames)
time 725ms: Process G arrived (requires 13 frames)
time 725ms: Process F arrived (requires 24 frames)
time 725ms: Process J arrived (requires 46 frames)
time 726ms: Process G arrived (requires 13 frames)
time 726ms: Process F arrived (requires 24 frames)
time 726ms: Process J arrived (requires 46 frames)
time 727ms: Process G arrived (requires 13 frames)
time 727ms: Process F arrived (requires 24 frames)
time 727ms: Process J arrived (requires 46 frames)
time 728ms: Process G arrived (requires 13 frames)
time 728ms: Process F arrived (requires 24 frames)
time 728ms: Process J arrived (requires 46 frames)
time 729ms: Process G arrived (requires 13 frames)
time 729ms: Process F arrived (requires 24 frames)
time 729ms: Process J arrived (requires 46 frames)
time 730ms: Process G arrived (requires 13 frames)
time 730ms: Process F arrived (requires 24 frames)
time 730ms: Process J arrived (requires 46 frames)
time 731ms: Process G arrived (requires 13 frames)
time 731ms: Process F arrived (requires 24 frames)
time 731ms: Process J arrived (requires 46 frames)
time 732ms: Process G arrived (requires 13 frames)
time 732ms: Process F arrived (requires 24 frames)
time 732ms: Process J arrived (requires 46 frames)
time 733ms: Process G arrived (requires 13 frames)
time 733ms: Process F arrived (requires 24 frames)
time 733ms: Process J arrived (requires 46 frames)
time 734ms: Process G arrived (requires 13 frames)
time 734ms: Process F arrived (requires 24 frames)
time 734ms: Process J arrived (requires 46 frames)
time 735ms: Process G arrived (requires 13 frames)
time 735ms: Process F arrived (requires 24 frames)
time 735ms: Process J arrived (requires 46 frames)
time 736ms: Process G arrived (requires 13 frames)
time 736ms: Process F arrived (requires 24 frames)
time 736ms: Process J arrived (requires 46 frames)
time 737ms: Process G arrived (requires 13 frames)
time 737ms: Process F arrived (requires 24 frames)
time 737ms: Process J arrived (requires 46 frames)
time 738ms: Process G arrived (requires 13 frames)
time 738ms: Process F arrived (requires 24 frames)
time 738ms: Process J arrived (requires 46 frames)
time 739ms: Process G arrived (requires 13 frames)
time 739ms: Process F arrived (requires 24 frames)
time 739ms: Process J arrived (requires 46 frames)
time 740ms: Process G arrived (requires 13 frames)
time 740ms: Process F arrived (requires 24 frames)
time 740ms: Process J arrived (requires 46 frames)
time 741ms: Process G arrived (requires 13 frames)
time 741ms: Process F arrived (requires 24 frames)
time 741ms: Process J arrived (requires 46 frames)
time 742ms: Process G arrived (requires 13 frames)
time 742ms: Process F arrived (requires 24 frames)
time 742ms: Process J arrived (requires 46 frames)
time 743ms: Process G arrived (requires 13 frames)
time 743ms: Process F arrived (requires 24 frames)
time 743ms: Process J arrived (requires 46 frames)
time 744ms: Process G arrived (requires 13 frames)
time 744ms: Process F arrived (requires 24 frames)
time 744ms: Process J arrived (requires 46 frames)
time 745ms: Process G arrived (requires 13 frames)
time 745ms: Process F arrived (requires 24 frames)
time 745ms: Process J arrived (requires 46 frames)
time 746ms: Process G arrived (requires 13 frames)
time 746ms: Process F arrived (requires 24 frames)
time 746ms: Process J arrived (requires 46 frames)
time 747ms: Process G arrived (requires 13 frames)
time 747ms: Process F arrived (requires 24 frames)
time 747ms: Process J arrived (requires 46 frames)
time 748ms: Process G arrived (requires 13 frames)
time 748ms: Process F arrived (requires 24 frames)
time 748ms: Process J arrived (requires 46 frames)
time 749ms: Process G arrived (requires 13 frames)
time 749ms: Process F arrived (requires 24 frames)
time 749ms: Process J arrived (requires 46 frames)
time 750ms: Process G arrived (requires 13 frames)
time 750ms: Process F arrived (requires 24 frames)
time 750ms: Process J arrived (requires 46 frames)
time 751ms: Process G arrived (requires 13 frames)
time 751ms: Process F arrived (requires 24 frames)
time 751ms: Process J arrived (requires 46 frames)
time 752ms: Process G arrived (requires 13 frames)
time 752ms: Process F arrived (requires 24 frames)
time 752ms: Process J arrived (requires 46 frames)
time 753ms: Process G arrived (requires 13 frames)
time 753ms: Process F arrived (requires 24 frames)
time 753ms: Process J arrived (requires 46 frames)
time 754ms: Process G arrived (requires 13 frames)
time 754ms: Process F arrived (requires 24 frames)
time 754ms: Process J arrived (requires 46 frames)
time 755ms: Process G arrived (requires 13 frames)
time 755ms: Process F arrived (requires 24 frames)
time 755ms: Process J arrived (requires 46 frames)
time 756ms: Process G arrived (requires 13 frames)
time 756ms: Process F arrived (requires 24 frames)
time 756ms: Process J arrived (requires 46 frames)
time 757ms: Process G arrived (requires 13 frames)
time 757ms: Process F arrived (requires 24 frames)
time 757ms: Process J arrived (requires 46 frames)
time 758ms: Process G arrived (requires 13 frames)
time 758ms: Process F arrived (requires 24 frames)
time 758ms: Process J arrived (requires 46 frames)
time 759ms: Process G arrived (requires 13 frames)
time 759ms: Process F arrived (requires 24 frames)
time 759ms: Process J arrived (requires 46 frames)
time 760ms: Process G arrived (requires 13 frames)
time 760ms: Process F arrived (requires 24 frames)
time 760ms: Process J arrived (requires 46 frames)
time 761ms: Process G arrived (requires 13 frames)
time 761ms: Process F arrived (requires 24 frames)
time 761ms: Process J arrived (requires 46 frames)
time 762ms: Process G arrived (requires 13 frames)
time 762ms: Process F arrived (requires 24 frames)
time 762ms: Process J arrived (requires 46 frames)
time 763ms: Process G arrived (requires 13 frames)
time 763ms: Process F arrived (requires 24 frames)
time 763ms: Process J arrived (requires 46 frames)
time 764ms: Process G arrived (requires 13 frames)
time 764ms: Process F arrived (requires 24 frames)
time 764ms: Process J arrived (requires 46 frames)
time 765ms: Process G arrived (requires 13 frames)
time 765ms: Process F arrived (requires 24 frames)
time 765ms: Process J arrived (requires 46 frames)
time 766ms: Process G arrived (requires 13 frames)
time 766ms: Process F arrived (requires 24 frames)
time 766ms: Process J arrived (requires 46 frames)
time 767ms: Process G arrived (requires 13 frames)
time 767ms: Process F arrived (requires 24 frames)
time 767ms: Process J arrived (requires 46 frames)
time 768ms: Process G arrived (requires 13 frames)
time 768ms: Process F arrived (requires 24 frames)
time 768ms: Process J arrived (requires 46 frames)
time 769ms: Process G arrived (requires 13 frames)
time 769ms: Process F arrived (requires 24 frames)
time 769ms: Process J arrived (requires 46 frames)
time 770ms: Process G arrived (requires 13 frames)
time 770ms: Process F arrived (requires 24 frames)
time 770ms: Process J arrived (requires 46 frames)
time 771ms: Process G arrived (requires 13 frames)
time 771ms: Process F arrived (requires 24 frames)
time 771ms: Process J arrived (requires 46 frames)
time 772ms: Process G arrived (requires 13 frames)
time 772ms: Process F arrived (requires 24 frames)
time 772ms: Process J arrived (requires 46 frames)
time 773ms: Process G arrived (requires 13 frames)
time 773ms: Process F arrived (requires 24 frames)
time 773ms: Process J arrived (requires 46 frames)
time 774ms: Process G arrived (requires 13 frames)
time 774ms: Process F arrived (requires 24 frames)
time 774ms: Process J arrived (requires 46 frames)
time 775ms: Process G arrived (requires 13 frames)
time 775ms: Process F arrived (requires 24 frames)
time 775ms: Process J arrived (requires 46 frames)
time 776ms: Process G arrived (requires 13 frames)
time 776ms: Process F arrived (requires 24 frames)
time 776ms: Process J arrived (requires 46 frames)
time 777ms: Process G arrived (requires 13 frames)
time 777ms: Process F arrived (requires 24 frames)
time 777ms: Process J arrived (requires 46 frames)
time 778ms: Process G arrived (requires 13 frames)
time 778ms: Process F arrived (requires 24 frames)
time 778ms: Process J arrived (requires 46 frames)
time 779ms: Process G arrived (requires 13 frames)
time 779ms: Process F arrived (requires 24 frames)
time 779ms: Process J arrived (requires 46 frames)
time 780ms: Process G arrived (requires 13 frames)
time 780ms: Process F arrived (requires 24 frames)
time 780ms: Process J arrived (requires 46 frames)
time 781ms: Process G arrived (requires 13 frames)
time 781ms: Process F arrived (requires 24 frames)
time 781ms: Process J arrived (requires 46 frames)
time 782ms: Process G arrived (requires 13 frames)
time 782ms: Process F arrived (requires 24 frames)
time 782ms: Process J arrived (requires 46 frames)
time 783ms: Process G arrived (requires 13 frames)
time 783ms: Process F arrived (requires 24 frames)
time 783ms: Process J arrived (requires 46 frames)
time 784ms: Process G arrived (requires 13 frames)
time 784ms: Process F arrived (requires 24 frames)
time 784ms: Process J arrived (requires 46 frames)
time 785ms: Process G arrived (requires 13 frames)
time 785ms: Process F arrived (requires 24 frames)
time 785ms: Process J arrived (requires 46 frames)
time 786ms: Process G arrived (requires 13 frames)
time 786ms: Process F arrived (requires 24 frames)
time 786ms: Process J arrived (requires 46 frames)
time 787ms: Process G arrived (requires 13 frames)
time 787ms: Process F arrived (requires 24 frames)
time 787ms: Process J arrived (requires 46 frames)
time 788ms: Process G arrived (requires 13 frames)
time 788ms: Process F arrived (requires 24 frames)
time 788ms: Process J arrived (requires 46 frames)
time 789ms: Process G arrived (requires 13 frames)
time 789ms: Process F arrived (requires 24 frames)
time 789ms: Process J arrived (requires 46 frames)
time 790ms: Process G arrived (requires 13 frames)
time 790ms: Process F arrived (requires 24 frames)
time 790ms: Process J arrived (requires 46 frames)
time 791ms: Process G arrived (requires 13 frames)
time 791ms: Process F arrived (requires 24 frames)
time 791ms: Process J arrived (requires 46 frames)
time 792ms: Process G arrived (requires 13 frames)
time 792ms: Process F arrived (requires 24 frames)
time 792ms: Process J arrived (requires 46 frames)
time 793ms: Process G arrived (requires 13 frames)
time 793ms: Process F arrived (requires 24 frames)
time 793ms: Process J arrived (requires 46 frames)
time 794ms: Process G arrived (requires 13 frames)
time 794ms: Process F arrived (requires 24 frames)
time 794ms: Process J arrived (requires 46 frames)
time 795ms: Process G arrived (requires 13 frames)
time 795ms: Process F arrived (requires 24 frames)
time 795ms: Process J arrived (requires 46 frames)
time 796ms: Process G arrived (requires 13 frames)
time 796ms: Process F arrived (requires 24 frames)
time 796ms: Process J arrived (requires 46 frames)
time 797ms: Process G arrived (requires 13 frames)
time 797ms: Process F arrived (requires 24 frames)
time 797ms: Process J arrived (requires 46 frames)
time 798ms: Process G arrived (requires 13 frames)
time 798ms: Process F arrived (requires 24 frames)
time 798ms: Process J arrived (requires 46 frames)
time 799ms: Process G arrived (requires 13 frames)
time 799ms: Process F arrived (requires 24 frames)
time 799ms: Process J arrived (requires 46 frames)
time 800ms: Process G arrived (requires 13 frames)
time 800ms: Process F arrived (requires 24 frames)
time 800ms: Process J arrived (requires 46 frames)
time 801ms: Process G arrived (requires 13 frames)
time 801ms: Process F arrived (requires 24 frames)
time 801ms: Process J arrived (requires 46 frames)
time 802ms: Process G arrived (requires 13 frames)
time 802ms: Process F arrived (requires 24 frames)
time 802ms: Process J arrived (requires 46 frames)
time 803ms: Process G arrived (requires 13 frames)
time 803ms: Process F arrived (requires 24 frames)
time 803ms: Process J arrived (requires 46 frames)
time 804ms: Process G arrived (requires 13 frames)
time 804ms: Process F arrived (requires 24 frames)
time 804ms: Process J arrived (requires 46 frames)
time 805ms: Process G arrived (requires 13 frames)
time 805ms: Process F arrived (requires 24 frames)
time 805ms: Process J arrived (requires 46 frames)
time 806ms: Process G arrived (requires 13 frames)
time 806ms: Process F arrived (requires 24 frames)
time 806ms: Process J arrived (requires 46 frames)
time 807ms: Process G arrived (requires 13 frames)
time 807ms: Process F arrived (requires 24 frames)
time 807ms: Process J arrived (requires 46 frames)
time 808ms: Process G arrived (requires 13 frames)
time 808ms: Process F arrived (requires 24 frames)
time 808ms: Process J arrived (requires 46 frames)
time 809ms: Process G arrived (requires 13 frames)
time 809ms: Process F arrived (requires 24 frames)
time 809ms: Process J arrived (requires 46 frames)
time 810ms: Process G arrived (requires 13 frames)
time 810ms: Process F arrived (requires 24 frames)
time 810ms: Process J arrived (requires 46 frames)
time 811ms: Process G arrived (requires 13 frames)
time 811ms: Process F arrived (requires 24 frames)
time 811ms: Process J arrived (requires 46 frames)
time 812ms: Process G arrived (requires 13 frames)
time 812ms: Process F arrived (requires 24 frames)
time 812ms: Process J arrived (requires 46 frames)
time 813ms: Process G arrived (requires 13 frames)
time 813ms: Process F arrived (requires 24 frames)
time 813ms: Process J arrived (requires 46 frames)
time 814ms: Process G arrived (requires 13 frames)
time 814ms: Process F arrived (requires 24 frames)
time 814ms: Process J arrived (requires 46 frames)
time 815ms: Process G arrived (requires 13 frames)
time 815ms: Process F arrived (requires 24 frames)
time 815ms: Process J arrived (requires 46 frames)
time 816ms: Process G arrived (requires 13 frames)
time 816ms: Process F arrived (requires 24 frames)
time 816ms: Process J arrived (requires 46 frames)
time 817ms: Process G arrived (requires 13 frames)
time 817ms: Process F arrived (requires 24 frames)
time 817ms: Process J arrived (requires 46 frames)
time 818ms: Process G arrived (requires 13 frames)
time 818ms: Process F arrived (requires 24 frames)
time 818ms: Process J arrived (requires 46 frames)
time 819ms: Process G arrived (requires 13 frames)
time 819ms: Process F arrived (requires 24 frames)
time 819ms: Process J arrived (requires 46 frames)
time 820ms: Process G arrived (requires 13 frames)
time 820ms: Process F arrived (requires 24 frames)
time 820ms: Process J arrived (requires 46 frames)
time 821ms: Process G arrived (requires 13 frames)
time 821ms: Process F arrived (requires 24 frames)
time 821ms: Process J arrived (requires 46 frames)
time 822ms: Process G arrived (requires 13 frames)
time 822ms: Process F arrived (requires 24 frames)
time 822ms: Process J arrived (requires 46 frames)
time 823ms: Process G arrived (requires 13 frames)
time 823ms: Process F arrived (requires 24 frames)
time 823ms: Process J arrived (requires 46 frames)
time 824ms: Process G arrived (requires 13 frames)
time 824ms: Process F arrived (requires 24 frames)
time 824ms: Process J arrived (requires 46 frames)
time 825ms: Process G arrived (requires 13 frames)
time 825ms: Process F arrived (requires 24 frames)
time 825ms: Process J arrived (requires 46 frames)
time 826ms: Process G arrived (requires 13 frames)
time 826ms: Process F arrived (requires 24 frames)
time 826ms: Process J arrived (requires 46 frames)
time 827ms: Process G arrived (requires 13 frames)
time 827ms: Process F arrived (requires 24 frames)
time 827ms: Process J arrived (requires 46 frames)
time 828ms: Process G arrived (requires 13 frames)
time 828ms: Process F arrived (requires 24 frames)
time 828ms: Process J arrived (requires 46 frames)
time 829ms: Process G arrived (requires 13 frames)
time 829ms: Process F arrived (requires 24 frames)
time 829ms: Process J arrived (requires 46 frames)
time 830ms: Process G arrived (requires 13 frames)
time 830ms: Process F arrived (requires 24 frames)
time 830ms: Process J arrived (requires 46 frames)
time 831ms: Process G arrived (requires 13 frames)
time 831ms: Process F arrived (requires 24 frames)
time 831ms: Process J arrived (requires 46 frames)
time 832ms: Process G arrived (requires 13 frames)
time 832ms: Process F arrived (requires 24 frames)
time 832ms: Process J arrived (requires 46 frames)
time 833ms: Process G arrived (requires 13 frames)
time 833ms: Process F arrived (requires 24 frames)
time 833ms: Process J arrived (requires 46 frames)
time 834ms: Process G arrived (requires 13 frames)
time 834ms: Process F arrived (requires 24 frames)
time 834ms: Process J arrived (requires 46 frames)
time 835ms: Process G arrived (requires 13 frames)
time 835ms: Process F arrived (requires 24 frames)
time 835ms: Process J arrived (requires 46 frames)
time 836ms: Process G arrived (requires 13 frames)
time 836ms: Process F arrived (requires 24 frames)
time 836ms: Process J arrived (requires 46 frames)
time 837ms: Process G arrived (requires 13 frames)
time 837ms: Process F arrived (requires 24 frames)
time 837ms: Process J arrived (requires 46 frames)
time 838ms: Process G arrived (requires 13 frames)
time 838ms: Process F arrived (requires 24 frames)
time 838ms: Process J arrived (requires 46 frames)
time 839ms: Process G arrived (requires 13 frames)
time 839ms: Process F arrived (requires 24 frames)
time 839ms: Process J arrived (requires 46 frames)
time 840ms: Process G arrived (requires 13 frames)
time 840ms: Process F arrived (requires 24 frames)
time 840ms: Process J arrived (requires 46 frames)
time 841ms: Process G arrived (requires 13 frames)
time 841ms: Process F arrived (requires 24 frames)
time 841ms: Process J arrived (requires 46 frames)
time 842ms: Process G arrived (requires 13 frames)
time 842ms: Process F arrived (requires 24 frames)
time 842ms: Process J arrived (requires 46 frames)
time 843ms: Process G arrived (requires 13 frames)
time 843ms: Process F arrived (requires 24 frames)
time 843ms: Process J arrived (requires 46 frames)
time 844ms: Process G arrived (requires 13 frames)
time 844ms: Process F arrived (requires 24 frames)
time 844ms: Process J arrived (requires 46 frames)
time 845ms: Process G arrived (requires 13 frames)
time 845ms: Process F arrived (requires 24 frames)
time 845ms: Process J arrived (requires 46 frames)
time 846ms: Process G arrived (requires 13 frames)
time 846ms: Process F arrived (requires 24 frames)
time 846ms: Process J arrived (requires 46 frames)
time 847ms: Process G arrived (requires 13 frames)
time 847ms: Process F arrived (requires 24 frames)
time 847ms: Process J arrived (requires 46 frames)
time 848ms: Process G arrived (requires 13 frames)
time 848ms: Process F arrived (requires 24 frames)
time 848ms: Process J arrived (requires 46 frames)
time 849ms: Process G arrived (requires 13 frames)
time 849ms: Process F arrived (requires 24 frames)
time 849ms: Process J arrived (requires 46 frames)
time 850ms: Process G arrived (requires 13 frames)
time 850ms: Process F arrived (requires 24 frames)
time 850ms: Process J arrived (requires 46 frames)
time 851ms: Process G arrived (requires 13 frames)
time 851ms: Process F arrived (requires 24 frames)
time 851ms: Process J arrived (requires 46 frames)
time 852ms: Process G arrived (requires 13 frames)
time 852ms: Process F arrived (requires 24 frames)
time 852ms: Process J arrived (requires 46 frames)
time 853ms: Process G arrived (requires 13 frames)
time 853ms: Process F arrived (requires 24 frames)
time 853ms: Process J arrived (requires 46 frames)
time 854ms: Process G arrived (requires 13 frames)
time 854ms: Process F arrived (requires 24 frames)
time 854ms: Process J arrived (requires 46 frames)
time 855ms: Process G arrived (requires 13 frames)
time 855ms: Process F arrived (requires 24 frames)
time 855ms: Process J arrived (requires 46 frames)
time 856ms: Process G arrived (requires 13 frames)
time 856ms: Process F arrived (requires 24 frames)
time 856ms: Process J arrived (requires 46 frames)
time 857ms: Process G arrived (requires 13 frames)
time 857ms: Process F arrived (requires 24 frames)
time 857ms: Process J arrived (requires 46 frames)
time 858ms: Process G arrived (requires 13 frames)
time 858ms: Process F arrived (requires 24 frames)
time 858ms: Process J arrived (requires 46 frames)
time 859ms: Process G arrived (requires 13 frames)
time 859ms: Process F arrived (requires 24 frames)
time 859ms: Process J arrived (requires 46 frames)
time 860ms: Process G arrived (requires 13 frames)
time 860ms: Process F arrived (requires 24 frames)
time 860ms: Process J arrived (requires 46 frames)
time 861ms: Process G arrived (requires 13 frames)
time 861ms: Process F arrived (requires 24 frames)
time 861ms: Process J arrived (requires 46 frames)
time 862ms: Process G arrived (requires 13 frames)
time 862ms: Process F arrived (requires 24 frames)
time 862ms: Process J arrived (requires 46 frames)
time 863ms: Process G arrived (requires 13 frames)
time 863ms: Process F arrived (requires 24 frames)
time 863ms: Process J arrived (requires 46 frames)
time 864ms: Process G arrived (requires 13 frames)
time 864ms: Process F arrived (requires 24 frames)
time 864ms: Process J arrived (requires 46 frames)
time 865ms: Process G arrived (requires 13 frames)
time 865ms: Process F arrived (requires 24 frames)
time 865ms: Process J arrived (requires 46 frames)
time 866ms: Process G arrived (requires 13 frames)
time 866ms: Process F arrived (requires 24 frames)
time 866ms: Process J arrived (requires 46 frames)
time 867ms: Process G arrived (requires 13 frames)
time 867ms: Process F arrived (requires 24 frames)
time 867ms: Process J arrived (requires 46 frames)
time 868ms: Process G arrived (requires 13 frames)
time 868ms: Process F arrived (requires 24 frames)
time 868ms: Process J arrived (requires 46 frames)
time 869ms: Process G arrived (requires 13 frames)
time 869ms: Process F arrived (requires 24 frames)
time 869ms: Process J arrived (requires 46 frames)
time 870ms: Process G arrived (requires 13 frames)
time 870ms: Process F arrived (requires 24 frames)
time 870ms: Process J arrived (requires 46 frames)
time 871ms: Process G arrived (requires 13 frames)
time 871ms: Process F arrived (requires 24 frames)
time 871ms: Process J arrived (requires 46 frames)
time 872ms: Process G arrived (requires 13 frames)
time 872ms: Process F arrived (requires 24 frames)
time 872ms: Process J arrived (requires 46 frames)
time 873ms: Process G arrived (requires 13 frames)
time 873ms: Process F arrived (requires 24 frames)
time 873ms: Process J arrived (requires 46 frames)
time 874ms: Process G arrived (requires 13 frames)
time 874ms: Process F arrived (requires 24 frames)
time 874ms: Process J arrived (requires 46 frames)
time 875ms: Process G arrived (requires 13 frames)
time 875ms: Process F arrived (requires 24 frames)
time 875ms: Process J arrived (requires 46 frames)
time 876ms: Process G arrived (requires 13 frames)
time 876ms: Process F arrived (requires 24 frames)
time 876ms: Process J arrived (requires 46 frames)
time 877ms: Process G arrived (requires 13 frames)
time 877ms: Process F arrived (requires 24 frames)
time 877ms: Process J arrived (requires 46 frames)
time 878ms: Process G arrived (requires 13 frames)
time 878ms: Process F arrived (requires 24 frames)
time 878ms: Process J arrived (requires 46 frames)
time 879ms: Process G arrived (requires 13 frames)
time 879ms: Process F arrived (requires 24 frames)
time 879ms: Process J arrived (requires 46 frames)
time 880ms: Process G arrived (requires 13 frames)
time 880ms: Process F arrived (requires 24 frames)
time 880ms: Process J arrived (requires 46 frames)
time 881ms: Process G arrived (requires 13 frames)
time 881ms: Process F arrived (requires 24 frames)
time 881ms: Process J arrived (requires 46 frames)
time 882ms: Process G arrived (requires 13 frames)
time 882ms: Process F arrived (requires 24 frames)
time 882ms: Process J arrived (requires 46 frames)
time 883ms: Process G arrived (requires 13 frames)
time 883ms: Process F arrived (requires 24 frames)
time 883ms: Process J arrived (requires 46 frames)
time 884ms: Process G arrived (requires 13 frames)
time 884ms: Process F arrived (requires 24 frames)
time 884ms: Process J arrived (requires 46 frames)
time 885ms: Process G arrived (requires 13 frames)
time 885ms: Process F arrived (requires 24 frames)
time 885ms: Process J arrived (requires 46 frames)
time 886ms: Process G arrived (requires 13 frames)
time 886ms: Process F arrived (requires 24 frames)
time 886ms: Process J arrived (requires 46 frames)
time 887ms: Process G arrived (requires 13 frames)
time 887ms: Process F arrived (requires 24 frames)
time 887ms: Process J arrived (requires 46 frames)
time 888ms: Process G arrived (requires 13 frames)
time 888ms: Process F arrived (requires 24 frames)
time 888ms: Process J arrived (requires 46 frames)
time 889ms: Process G arrived (requires 13 frames)
time 889ms: Process F arrived (requires 24 frames)
time 889ms: Process J arrived (requires 46 frames)
time 890ms: Process G arrived (requires 13 frames)
time 890ms: Process F arrived (requires 24 frames)
time 890ms: Process J arrived (requires 46 frames)
time 891ms: Process G arrived (requires 13 frames)
time 891ms: Process F arrived (requires 24 frames)
time 891ms: Process J arrived (requires 46 frames)
time 892ms: Process G arrived (requires 13 frames)
time 892ms: Process F arrived (requires 24 frames)
time 892ms: Process J arrived (requires 46 frames)
time 893ms: Process G arrived (requires 13 frames)
time 893ms: Process F arrived (requires 24 frames)
time 893ms: Process J arrived (requires 46 frames)
time 894ms: Process G arrived (requires 13 frames)
time 894ms: Process F arrived (requires 24 frames)
time 894ms: Process J arrived (requires 46 frames)
time 895ms: Process G arrived (requires 13 frames)
time 895ms: Process F arrived (requires 24 frames)
time 895ms: Process J arrived (requires 46 frames)
time 896ms: Process G arrived (requires 13 frames)
time 896ms: Process F arrived (requires 24 frames)
time 896ms: Process J arrived (requires 46 frames)
time 897ms: Process G arrived (requires 13 frames)
time 897ms: Process F arrived (requires 24 frames)
time 897ms: Process J arrived (requires 46 frames)
time 898ms: Process G arrived (requires 13 frames)
time 898ms: Process F arrived (requires 24 frames)
time 898ms: Process J arrived (requires 46 frames)
time 899ms: Process G arrived (requires 13 frames)
time 899ms: Process F arrived (requires 24 frames)
time 899ms: Process J arrived (requires 46 frames)
time 900ms: Process G arrived (requires 13 frames)
time 900ms: Process F arrived (requires 24 frames)
time 900ms: Process J arrived (requires 46 frames)
time 901ms: Process G arrived (requires 13 frames)
time 901ms: Process F arrived (requires 24 frames)
time 901ms: Process J arrived (requires 46 frames)
time 902ms: Process G arrived (requires 13 frames)
time 902ms: Process F arrived (requires 24 frames)
time 902ms: Process J arrived (requires 46 frames)
time 903ms: Process G arrived (requires 13 frames)
time 903ms: Process F arrived (requires 24 frames)
time 903ms: Process J arrived (requires 46 frames)
time 904ms: Process G arrived (requires 13 frames)
time 904ms: Process F arrived (requires 24 frames)
time 904ms: Process J arrived (requires 46 frames)
time 905ms: Process G arrived (requires 13 frames)
time 905ms: Process F arrived (requires 24 frames)
time 905ms: Process J arrived (requires 46 frames)
time 906ms: Process G arrived (requires 13 frames)
time 906ms: Process F arrived (requires 24 frames)
time 906ms: Process J arrived (requires 46 frames)
time 907ms: Process G arrived (requires 13 frames)
time 907ms: Process F arrived (requires 24 frames)
time 907ms: Process J arrived (requires 46 frames)
time 908ms: Process G arrived (requires 13 frames)
time 908ms: Process F arrived (requires 24 frames)
time 908ms: Process J arrived (requires 46 frames)
time 909ms: Process G arrived (requires 13 frames)
time 909ms: Process F arrived (requires 24 frames)
time 909ms: Process J arrived (requires 46 frames)
time 910ms: Process G arrived (requires 13 frames)
time 910ms: Process F arrived (requires 24 frames)
time 910ms: Process J arrived (requires 46 frames)
time 911ms: Process G arrived (requires 13 frames)
time 911ms: Process F arrived (requires 24 frames)
time 911ms: Process J arrived (requires 46 frames)
time 912ms: Process G arrived (requires 13 frames)
time 912ms: Process F arrived (requires 24 frames)
time 912ms: Process J arrived (requires 46 frames)
